ja,n,jp,s,sc,madm,mev,mabs,nro,nmate,lm,nlm,h,sp
AR,,,,,3.76,,,,,,,"<b>LICEUL TEORETIC ""GHEORGHE LAZĂR"" PECICA</b><br/>Real/Liceal/Zi",<b>(191) Matematică-Informatică</b><br/>Limba română
AR,,,,,3.49,,,,,,,<b>LICEUL TEHNOLOGIC ”REGELE MIHAI I” SĂVÂRŞIN</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(170) Agricultură</b><br/>Limba română
AR,,,,,5.23,,,,,,,<b>LICEUL TEHNOLOGIC ”REGELE MIHAI I” SĂVÂRŞIN</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(171) Protecţia mediului</b><br/>Limba română
AR,,,,,4.99,,,,,,,"<b>LICEUL TEHNOLOGIC ""STEFAN HELL"" SÂNTANA</b><br/>Servicii/Liceal/Zi",<b>(175) Economic</b><br/>Limba română
AR,,,,,3.26,,,,,,,"<b>LICEUL TEHNOLOGIC ""STEFAN HELL"" SÂNTANA</b><br/>Tehnic/Liceal/Zi",<b>(176) Mecanică</b><br/>Limba română
AR,,,,,5.90,,,,,,,"<b>LICEUL TEHNOLOGIC ""STEFAN HELL"" SÂNTANA</b><br/>Umanist/Liceal/Zi",<b>(177) Ştiinţe Sociale</b><br/>Limba română
AR,,,,,3.34,,,,,,,<b>LICEUL TEHNOLOGIC VINGA</b><br/>Servicii/Liceal/Zi,<b>(180) Economic</b><br/>Limba română
AG,,,,,8.01,,,,,,,"<b>LICEUL TEORETIC ""SFÂNTA MUCENIȚĂ FILOTEEA""</b><br/>Umanist/Liceal/Zi",<b>(219) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,,,,,,,,"<b>LICEUL TEORETIC ""SFÂNTA MUCENIȚĂ FILOTEEA""</b><br/>Real/Liceal/Zi",<b>(220) Matematică-Informatică</b><br/>Limba română
AG,,,,,,,,,,,,"<b>LICEUL TEORETIC ""SFÂNTA MUCENIȚĂ FILOTEEA""</b><br/>Real/Liceal/Zi",<b>(221) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,5.45,,,,,,,<b>LICEUL TEHNOLOGIC VEDEA</b><br/>Servicii/Liceal/Zi,<b>(181) Economic</b><br/>Limba română
AG,,,,,6.88,,,,,,,"<b>LICEUL TEHNOLOGIC ""DACIA"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(154) Electric</b><br/>Limba română
AG,,,,,6.56,,,,,,,"<b>LICEUL TEHNOLOGIC ""DACIA"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(155) Electromecanică</b><br/>Limba română
AG,,,,,5.98,,,,,,,"<b>LICEUL TEHNOLOGIC ""DACIA"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(156) Mecanică</b><br/>Limba română
AG,,,,,7.64,,,,,,,"<b>COLEGIUL TEHNIC ""COSTIN D. NENIȚESCU"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(137) Chimie industrială</b><br/>Limba română
AG,,,,,8.25,,,,,,,"<b>COLEGIUL TEHNIC ""COSTIN D. NENIȚESCU"" PITEȘTI</b><br/>Servicii/Liceal/Zi",<b>(138) Economic</b><br/>Limba română
AG,,,,,7.63,,,,,,,"<b>COLEGIUL TEHNIC ""COSTIN D. NENIȚESCU"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(139) Electromecanică</b><br/>Limba română
AG,,,,,7.98,,,,,,,"<b>COLEGIUL TEHNIC ""COSTIN D. NENIȚESCU"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(140) Electronică automatizări</b><br/>Limba română
AG,,,,,8.12,,,,,,,"<b>COLEGIUL TEHNIC ""COSTIN D. NENIȚESCU"" PITEȘTI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(141) Protecţia mediului</b><br/>Limba română
AG,,,,,6.77,,,,,,,"<b>LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(149) Fabricarea produselor din lemn</b><br/>Limba română
AG,,,,,7.40,,,,,,,"<b>LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" PITEȘTI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(150) Protecţia mediului</b><br/>Limba română
AG,,,,,6.71,,,,,,,"<b>LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(151) Electronică automatizări</b><br/>Limba română
AG,,,,,6.13,,,,,,,"<b>LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(152) Mecanică</b><br/>Limba română
AG,,,,,9.13,,,,,,,"<b>COLEGIUL NAȚIONAL ""ZINCA GOLESCU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(125) Filologie</b><br/>Limba română
AG,,,,,9.19,,,,,,,"<b>COLEGIUL NAȚIONAL ""ZINCA GOLESCU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(126) Matematică-Informatică</b><br/>Limba română
AG,,,,,9.38,,,,,,,"<b>COLEGIUL NAȚIONAL ""ZINCA GOLESCU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(127) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,9.18,,,,,,,"<b>COLEGIUL NAȚIONAL ""ZINCA GOLESCU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(129) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,9.38,,,,,,,"<b>COLEGIUL NAȚIONAL ""ZINCA GOLESCU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(128) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,9.13,,,,,,,"<b>COLEGIUL NAȚIONAL ""ZINCA GOLESCU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(130) Filologie</b><br/>Limba română
AG,,,,,7.75,,,,,,,"<b>COLEGIUL TEHNIC ""ARMAND CĂLINESCU"" PITEȘTI</b><br/>Servicii/Liceal/Zi",<b>(132) Comerţ</b><br/>Limba română
AG,,,,,7.51,,,,,,,"<b>COLEGIUL TEHNIC ""ARMAND CĂLINESCU"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(133) Electronică automatizări</b><br/>Limba română
AG,,,,,7.61,,,,,,,"<b>COLEGIUL TEHNIC ""ARMAND CĂLINESCU"" PITEȘTI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(134) Protecţia mediului</b><br/>Limba română
AG,,,,,7.59,,,,,,,"<b>COLEGIUL TEHNIC ""ARMAND CĂLINESCU"" PITEȘTI</b><br/>Servicii/Liceal/Zi",<b>(135) Turism şi alimentaţie</b><br/>Limba română
AG,,,,,7.07,,,,,,,"<b>COLEGIUL TEHNIC ""ARMAND CĂLINESCU"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(136) Industrie textilă şi pielărie</b><br/>Limba română
AG,,,,,8.44,,,,,,,"<b>COLEGIUL ECONOMIC ""MARIA TEIULEANU"" PITEȘTI</b><br/>Servicii/Liceal/Zi",<b>(101) Comerţ</b><br/>Limba română
AG,,,,,8.35,,,,,,,"<b>COLEGIUL ECONOMIC ""MARIA TEIULEANU"" PITEȘTI</b><br/>Servicii/Liceal/Zi",<b>(102) Economic</b><br/>Limba română
AG,,,,,8.45,,,,,,,"<b>COLEGIUL ECONOMIC ""MARIA TEIULEANU"" PITEȘTI</b><br/>Servicii/Liceal/Zi",<b>(103) Turism şi alimentaţie</b><br/>Limba română
AG,,,,,9.63,,,,,,,"<b>COLEGIUL NAȚIONAL ""ION C. BRĂTIANU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(116) Matematică-Informatică</b><br/>Limba română
AG,,,,,9.66,,,,,,,"<b>COLEGIUL NAȚIONAL ""ION C. BRĂTIANU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(118) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,9.57,,,,,,,"<b>COLEGIUL NAȚIONAL ""ION C. BRĂTIANU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(119) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,9.39,,,,,,,"<b>COLEGIUL NAȚIONAL ""ION C. BRĂTIANU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(120) Filologie</b><br/>Limba română
AG,,,,,9.45,,,,,,,"<b>COLEGIUL NAȚIONAL ""ION C. BRĂTIANU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(115) Filologie</b><br/>Limba română
AG,,,,,9.79,,,,,,,"<b>COLEGIUL NAȚIONAL ""ION C. BRĂTIANU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(117) Matematică-Informatică</b><br/>Limba română
AG,,,,,8.91,,,,,,,"<b>LICEUL TEORETIC ""ION BARBU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(185) Filologie</b><br/>Limba română
AG,,,,,8.87,,,,,,,"<b>LICEUL TEORETIC ""ION BARBU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(186) Matematică-Informatică</b><br/>Limba română
AG,,,,,8.84,,,,,,,"<b>LICEUL TEORETIC ""ION BARBU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(187) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,6.08,,,,,,,"<b>LICEUL TEHNOLOGIC ""DIMITRIE DIMA"" PITEȘTI</b><br/>Tehnic/Liceal/Zi","<b>(157) Construcţii, instalaţii şi lucrări publice</b><br/>Limba română"
AG,,,,,5.90,,,,,,,"<b>LICEUL TEHNOLOGIC ""DIMITRIE DIMA"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(158) Mecanică</b><br/>Limba română
AG,,,,,6.90,,,,,,,"<b>LICEUL TEHNOLOGIC ""DIMITRIE DIMA"" PITEȘTI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(159) Protecţia mediului</b><br/>Limba română
AG,,,,,8.58,,,,,,,"<b>LICEUL TEORETIC ""ION CANTACUZINO"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(188) Filologie</b><br/>Limba română
AG,,,,,8.70,,,,,,,"<b>LICEUL TEORETIC ""ION CANTACUZINO"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(189) Matematică-Informatică</b><br/>Limba română
AG,,,,,8.58,,,,,,,"<b>LICEUL TEORETIC ""ION CANTACUZINO"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(190) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,8.74,,,,,,,"<b>LICEUL TEORETIC ""ION CANTACUZINO"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(191) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,6.83,,,,,,,"<b>LICEUL TEHNOLOGIC ""ASTRA"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(145) Electronică automatizări</b><br/>Limba română
AG,,,,,6.30,,,,,,,"<b>LICEUL TEHNOLOGIC ""ASTRA"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(146) Mecanică</b><br/>Limba română
AG,,,,,7.25,,,,,,,"<b>LICEUL TEHNOLOGIC ""ASTRA"" PITEȘTI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(147) Protecţia mediului</b><br/>Limba română
AG,,,,,6.20,,,,,,,"<b>LICEUL TEHNOLOGIC ""ASTRA"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(148) Electric</b><br/>Limba română
AG,,,,,9.22,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU ODOBESCU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(106) Matematică-Informatică</b><br/>Limba română
AG,,,,,9.27,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU ODOBESCU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(107) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,9.28,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU ODOBESCU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(110) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,8.85,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU ODOBESCU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(105) Filologie</b><br/>Limba română
AG,,,,,8.73,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU ODOBESCU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(109) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,9.38,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU ODOBESCU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(104) Filologie</b><br/>Limba română
AG,,,,,9.35,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU ODOBESCU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(108) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,7.18,,,,,,,<b>LICEUL TEHNOLOGIC CONSTRUCȚII DE MAȘINI MIOVENI</b><br/>Tehnic/Liceal/Zi,<b>(172) Electronică automatizări</b><br/>Limba română
AG,,,,,5.55,,,,,,,<b>LICEUL TEHNOLOGIC CONSTRUCȚII DE MAȘINI MIOVENI</b><br/>Tehnic/Liceal/Zi,<b>(173) Mecanică</b><br/>Limba română
AG,,,,,5.07,,,,,,,<b>LICEUL TEHNOLOGIC CONSTRUCȚII DE MAȘINI MIOVENI</b><br/>Tehnic/Liceal/Zi,<b>(174) Electric</b><br/>Limba română
AG,,,,,8.25,,,,,,,"<b>LICEUL TEORETIC ""IULIA ZAMFIRESCU"" MIOVENI</b><br/>Umanist/Liceal/Zi",<b>(196) Filologie</b><br/>Limba română
AG,,,,,7.87,,,,,,,"<b>LICEUL TEORETIC ""IULIA ZAMFIRESCU"" MIOVENI</b><br/>Real/Liceal/Zi",<b>(197) Matematică-Informatică</b><br/>Limba română
AG,,,,,8.22,,,,,,,"<b>LICEUL TEORETIC ""IULIA ZAMFIRESCU"" MIOVENI</b><br/>Real/Liceal/Zi",<b>(198) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,8.50,,,,,,,"<b>LICEUL TEORETIC ""IULIA ZAMFIRESCU"" MIOVENI</b><br/>Umanist/Liceal/Zi",<b>(199) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,4.77,,,,,,,<b>LICEUL TEHNOLOGIC NR. 1 MĂRĂCINENI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(176) Industrie alimentară</b><br/>Limba română
AG,,,,,3.07,,,,,,,<b>LICEUL TEHNOLOGIC NR. 1 MĂRĂCINENI</b><br/>Servicii/Liceal/Zi,<b>(177) Economic</b><br/>Limba română
AG,,,,,4.73,,,,,,,"<b>LICEUL TEHNOLOGIC ""DINU BRĂTIANU"" ȘTEFĂNEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(160) Mecanică</b><br/>Limba română
AG,,,,,4.50,,,,,,,"<b>LICEUL TEHNOLOGIC ""DINU BRĂTIANU"" ȘTEFĂNEȘTI</b><br/>Umanist/Liceal/Zi",<b>(161) Filologie</b><br/>Limba română
AG,,,,,6.59,,,,,,,<b>COLEGIUL TEHNIC CÂMPULUNG</b><br/>Servicii/Liceal/Zi,<b>(142) Comerţ</b><br/>Limba română
AG,,,,,5.55,,,,,,,<b>COLEGIUL TEHNIC CÂMPULUNG</b><br/>Tehnic/Liceal/Zi,<b>(143) Mecanică</b><br/>Limba română
AG,,,,,6.06,,,,,,,<b>COLEGIUL TEHNIC CÂMPULUNG</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(144) Protecţia mediului</b><br/>Limba română
AG,,,,,2.74,,,,,,,<b>LICEUL TEHNOLOGIC AUTO CÂMPULUNG</b><br/>Tehnic/Liceal/Zi,<b>(171) Mecanică</b><br/>Limba română
AG,,,,,7.76,,,,,,,"<b>LICEUL TEORETIC ""DAN BARBILIAN"" CÂMPULUNG</b><br/>Umanist/Liceal/Zi",<b>(182) Filologie</b><br/>Limba română
AG,,,,,7.19,,,,,,,"<b>LICEUL TEORETIC ""DAN BARBILIAN"" CÂMPULUNG</b><br/>Real/Liceal/Zi",<b>(183) Matematică-Informatică</b><br/>Limba română
AG,,,,,7.40,,,,,,,"<b>LICEUL TEORETIC ""DAN BARBILIAN"" CÂMPULUNG</b><br/>Real/Liceal/Zi",<b>(184) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,7.62,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""CAROL I"" CÂMPULUNG</b><br/>Umanist/Liceal/Zi",<b>(131) Filologie</b><br/>Limba română
AG,,,,,7.95,,,,,,,"<b>COLEGIUL NAȚIONAL ""DINICU GOLESCU"" CÂMPULUNG</b><br/>Umanist/Liceal/Zi",<b>(111) Filologie</b><br/>Limba română
AG,,,,,7.51,,,,,,,"<b>COLEGIUL NAȚIONAL ""DINICU GOLESCU"" CÂMPULUNG</b><br/>Real/Liceal/Zi",<b>(112) Matematică-Informatică</b><br/>Limba română
AG,,,,,8.80,,,,,,,"<b>COLEGIUL NAȚIONAL ""DINICU GOLESCU"" CÂMPULUNG</b><br/>Real/Liceal/Zi",<b>(113) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,7.35,,,,,,,"<b>COLEGIUL NAȚIONAL ""DINICU GOLESCU"" CÂMPULUNG</b><br/>Umanist/Liceal/Zi",<b>(114) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,7.91,,,,,,,"<b>LICEUL TEHNOLOGIC ""FERDINAND I"" CURTEA DE ARGEȘ</b><br/>Tehnic/Liceal/Zi",<b>(162) Electric</b><br/>Limba română
AG,,,,,8.05,,,,,,,"<b>LICEUL TEHNOLOGIC ""FERDINAND I"" CURTEA DE ARGEȘ</b><br/>Tehnic/Liceal/Zi",<b>(163) Electronică automatizări</b><br/>Limba română
AG,,,,,7.60,,,,,,,"<b>LICEUL TEHNOLOGIC ""FERDINAND I"" CURTEA DE ARGEȘ</b><br/>Tehnic/Liceal/Zi",<b>(164) Mecanică</b><br/>Limba română
AG,,,,,7.13,,,,,,,"<b>LICEUL TEHNOLOGIC ""CONSTANTIN DOBRESCU"" CURTEA DE ARGEȘ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(153) Agricultură</b><br/>Limba română
AG,,,,,7.38,,,,,,,<b>LICEUL TEHNOLOGIC REGELE MIHAI I CURTEA DE ARGEȘ</b><br/>Servicii/Liceal/Zi,<b>(178) Economic</b><br/>Limba română
AG,,,,,8.61,,,,,,,"<b>COLEGIUL NAȚIONAL ""VLAICU VODĂ"" CURTEA DE ARGEȘ</b><br/>Umanist/Liceal/Zi",<b>(121) Filologie</b><br/>Limba română
AG,,,,,8.87,,,,,,,"<b>COLEGIUL NAȚIONAL ""VLAICU VODĂ"" CURTEA DE ARGEȘ</b><br/>Real/Liceal/Zi",<b>(122) Matematică-Informatică</b><br/>Limba română
AG,,,,,8.51,,,,,,,"<b>COLEGIUL NAȚIONAL ""VLAICU VODĂ"" CURTEA DE ARGEȘ</b><br/>Real/Liceal/Zi",<b>(123) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,8.52,,,,,,,"<b>COLEGIUL NAȚIONAL ""VLAICU VODĂ"" CURTEA DE ARGEȘ</b><br/>Umanist/Liceal/Zi",<b>(124) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,3.87,,,,,,,<b>LICEUL TEHNOLOGIC COSTEȘTI</b><br/>Tehnic/Liceal/Zi,<b>(175) Mecanică</b><br/>Limba română
AG,,,,,6.17,,,,,,,<b>LICEUL TEORETIC COSTEȘTI</b><br/>Umanist/Liceal/Zi,<b>(200) Filologie</b><br/>Limba română
AG,,,,,4.59,,,,,,,<b>LICEUL TEORETIC COSTEȘTI</b><br/>Real/Liceal/Zi,<b>(201) Matematică-Informatică</b><br/>Limba română
AG,,,,,6.15,,,,,,,<b>LICEUL TEORETIC COSTEȘTI</b><br/>Umanist/Liceal/Zi,<b>(202) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,3.67,,,,,,,<b>LICEUL TEORETIC COSTEȘTI</b><br/>Real/Liceal/Zi,<b>(203) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,6.30,,,,,,,<b>LICEUL TEHNOLOGIC TOPOLOVENI</b><br/>Servicii/Liceal/Zi,<b>(179) Turism şi alimentaţie</b><br/>Limba română
AG,,,,,5.72,,,,,,,<b>LICEUL TEHNOLOGIC TOPOLOVENI</b><br/>Tehnic/Liceal/Zi,<b>(180) Mecanică</b><br/>Limba română
AG,,,,,8.51,,,,,,,"<b>LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI</b><br/>Umanist/Liceal/Zi",<b>(192) Filologie</b><br/>Limba română
AG,,,,,7.23,,,,,,,"<b>LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI</b><br/>Real/Liceal/Zi",<b>(193) Matematică-Informatică</b><br/>Limba română
AG,,,,,7.42,,,,,,,"<b>LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI</b><br/>Real/Liceal/Zi",<b>(194) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,7.84,,,,,,,"<b>LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI</b><br/>Umanist/Liceal/Zi",<b>(195) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,6.23,,,,,,,"<b>LICEUL TEHNOLOGIC ""PETRE IONESCU MUSCEL"" DOMNEȘTI</b><br/>Umanist/Liceal/Zi",<b>(168) Filologie</b><br/>Limba română
AG,,,,,5.75,,,,,,,"<b>LICEUL TEHNOLOGIC ""PETRE IONESCU MUSCEL"" DOMNEȘTI</b><br/>Servicii/Liceal/Zi",<b>(169) Economic</b><br/>Limba română
AG,,,,,6.55,,,,,,,"<b>LICEUL TEHNOLOGIC ""LIVIU REBREANU"" MOZĂCENI</b><br/>Servicii/Liceal/Zi",<b>(166) Economic</b><br/>Limba română
AG,,,,,2.85,,,,,,,"<b>LICEUL TEHNOLOGIC ""LIVIU REBREANU"" MOZĂCENI</b><br/>Tehnic/Liceal/Zi",<b>(167) Mecanică</b><br/>Limba română
AG,,,,,4.24,,,,,,,"<b>LICEUL TEHNOLOGIC ""VICTOR SLĂVESCU"" RUCĂR</b><br/>Tehnic/Liceal/Zi",<b>(170) Producţie media</b><br/>Limba română
AG,,,,,4.25,,,,,,,"<b>LICEUL TEHNOLOGIC ""I.C. PETRESCU"" STÎLPENI</b><br/>Servicii/Liceal/Zi",<b>(165) Economic</b><br/>Limba română
AG,,,,,3.94,,,,,,,"<b>COLEGIUL ECOLOGIC ""PROF.UNIV.DR. ALEXANDRU IONESCU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(217) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,,,,,,,,"<b>COLEGIUL ECOLOGIC ""PROF.UNIV.DR. ALEXANDRU IONESCU"" PITEȘTI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(218) Protecţia mediului</b><br/>Limba română
BC,,,,,7.81,,,,,,,"<b>COLEGIUL NAŢIONAL CATOLIC ""SF. IOSIF"" BACĂU</b><br/>Real/Liceal/Zi",<b>(140) Matematică-Informatică</b><br/>Limba română
BC,,,,,7.87,,,,,,,"<b>COLEGIUL NAŢIONAL CATOLIC ""SF. IOSIF"" BACĂU</b><br/>Umanist/Liceal/Zi",<b>(141) Ştiinţe Sociale</b><br/>Limba română
BC,,,,,8.67,,,,,,,"<b>COLEGIUL NAŢIONAL PEDAGOGIC ""ŞTEFAN CEL MARE"" BACĂU</b><br/>Umanist/Liceal/Zi",<b>(148) Filologie</b><br/>Limba română
BC,,,,,8.75,,,,,,,"<b>COLEGIUL NAŢIONAL PEDAGOGIC ""ŞTEFAN CEL MARE"" BACĂU</b><br/>Umanist/Liceal/Zi",<b>(149) Ştiinţe Sociale</b><br/>Limba română
BC,,,,,8.83,,,,,,,"<b>COLEGIUL NAŢIONAL PEDAGOGIC ""ŞTEFAN CEL MARE"" BACĂU</b><br/>Real/Liceal/Zi",<b>(150) Matematică-Informatică</b><br/>Limba română
BC,,,,,8.60,,,,,,,"<b>COLEGIUL NAŢIONAL PEDAGOGIC ""ŞTEFAN CEL MARE"" BACĂU</b><br/>Real/Liceal/Zi",<b>(152) Ştiinţe ale Naturii</b><br/>Limba română
BC,,,,,6.22,,,,,,,"<b>LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" BACĂU</b><br/>Umanist/Liceal/Zi",<b>(177) Ştiinţe Sociale</b><br/>Limba română
BC,,,,,5.29,,,,,,,"<b>LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" BACĂU</b><br/>Servicii/Liceal/Zi",<b>(178) Turism şi alimentaţie</b><br/>Limba română
BC,,,,,5.98,,,,,,,"<b>LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" BACĂU</b><br/>Tehnic/Liceal/Zi",<b>(179) Electromecanică</b><br/>Limba română
BC,,,,,5.74,,,,,,,"<b>LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" BACĂU</b><br/>Tehnic/Liceal/Zi",<b>(180) Mecanică</b><br/>Limba română
BC,,,,,7.62,,,,,,,"<b>COLEGIUL ""N.V. KARPEN"" BACĂU</b><br/>Servicii/Liceal/Zi",<b>(105) Economic</b><br/>Limba română
BC,,,,,7.78,,,,,,,"<b>COLEGIUL ""N.V. KARPEN"" BACĂU</b><br/>Tehnic/Liceal/Zi",<b>(106) Electronică automatizări</b><br/>Limba română
BC,,,,,7.46,,,,,,,"<b>COLEGIUL ""N.V. KARPEN"" BACĂU</b><br/>Servicii/Liceal/Zi",<b>(107) Estetica şi igiena corpului omenesc</b><br/>Limba română
BC,,,,,7.52,,,,,,,"<b>COLEGIUL ""N.V. KARPEN"" BACĂU</b><br/>Servicii/Liceal/Zi",<b>(109) Turism şi alimentaţie</b><br/>Limba română
BC,,,,,7.98,,,,,,,"<b>COLEGIUL ""N.V. KARPEN"" BACĂU</b><br/>Umanist/Liceal/Zi",<b>(110) Ştiinţe Sociale</b><br/>Limba română
BC,,,,,5.69,,,,,,,"<b>LICEUL TEHNOLOGIC ""GRIGORE ANTIPA"" BACĂU</b><br/>Servicii/Liceal/Zi",<b>(185) Turism şi alimentaţie</b><br/>Limba română
BC,,,,,6.09,,,,,,,"<b>LICEUL TEHNOLOGIC ""GRIGORE ANTIPA"" BACĂU</b><br/>Servicii/Liceal/Zi",<b>(187) Estetica şi igiena corpului omenesc</b><br/>Limba română
BC,,,,,5.57,,,,,,,"<b>LICEUL TEHNOLOGIC ""GRIGORE ANTIPA"" BACĂU</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(188) Industrie alimentară</b><br/>Limba română
BC,,,,,8.48,,,,,,,"<b>COLEGIUL ""MIHAI EMINESCU"" BACĂU</b><br/>Umanist/Liceal/Zi",<b>(101) Ştiinţe Sociale</b><br/>Limba română
BC,,,,,8.56,,,,,,,"<b>COLEGIUL ""MIHAI EMINESCU"" BACĂU</b><br/>Real/Liceal/Zi",<b>(102) Matematică-Informatică</b><br/>Limba română
BC,,,,,8.37,,,,,,,"<b>COLEGIUL ""MIHAI EMINESCU"" BACĂU</b><br/>Umanist/Liceal/Zi",<b>(103) Filologie</b><br/>Limba română
BC,,,,,8.31,,,,,,,"<b>COLEGIUL ""MIHAI EMINESCU"" BACĂU</b><br/>Real/Liceal/Zi",<b>(104) Ştiinţe ale Naturii</b><br/>Limba română
