ja,n,jp,s,sc,madm,mev,mabs,nro,nmate,lm,nlm,h,sp
HR,,,,,4.66,,,,,,,"<b>LICEUL TEHNOLOGIC ""JOANNES KAJONI"" MIERCUREA CIUC</b><br/>Servicii/Liceal/Zi",<b>(152) Turism şi alimentaţie</b><br/>Limba română
HR,,,,,6.01,,,,,,,"<b>LICEUL TEHNOLOGIC ""KÓS KÁROLY"" MIERCUREA CIUC</b><br/>Tehnic/Liceal/Zi","<b>(154) Construcţii, instalaţii şi lucrări publice</b><br/>Limba maghiară"
HR,,,,,6.16,,,,,,,"<b>LICEUL TEHNOLOGIC ""KÓS KÁROLY"" MIERCUREA CIUC</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(155) Protecţia mediului</b><br/>Limba maghiară
HR,,,,,6.56,,,,,,,"<b>LICEUL TEHNOLOGIC ""KÓS KÁROLY"" ODORHEIU SECUIESC</b><br/>Servicii/Liceal/Zi",<b>(156) Comerţ</b><br/>Limba maghiară
HR,,,,,7.21,,,,,,,"<b>LICEUL TEHNOLOGIC ""KÓS KÁROLY"" ODORHEIU SECUIESC</b><br/>Servicii/Liceal/Zi",<b>(157) Economic</b><br/>Limba maghiară
HR,,,,,6.85,,,,,,,"<b>LICEUL TEHNOLOGIC ""KÓS KÁROLY"" ODORHEIU SECUIESC</b><br/>Servicii/Liceal/Zi",<b>(158) Turism şi alimentaţie</b><br/>Limba maghiară
HR,,,,,3.87,,,,,,,"<b>LICEUL TEHNOLOGIC ""LIVIU REBREANU"" BĂLAN</b><br/>Umanist/Liceal/Zi",<b>(160) Filologie</b><br/>Limba română
HR,,,,,3.85,,,,,,,"<b>LICEUL TEHNOLOGIC ""LIVIU REBREANU"" BĂLAN</b><br/>Real/Liceal/Zi",<b>(162) Ştiinţe ale Naturii</b><br/>Limba maghiară
HR,,,,,4.15,,,,,,,"<b>LICEUL TEHNOLOGIC ""LIVIU REBREANU"" BĂLAN</b><br/>Real/Liceal/Zi",<b>(163) Ştiinţe ale Naturii</b><br/>Limba română
HR,,,,,4.88,,,,,,,"<b>LICEUL TEHNOLOGIC ""SZÉKELY KÁROLY"" MIERCUREA CIUC</b><br/>Tehnic/Liceal/Zi",<b>(164) Electric</b><br/>Limba maghiară
HR,,,,,3.96,,,,,,,"<b>LICEUL TEHNOLOGIC ""SZÉKELY KÁROLY"" MIERCUREA CIUC</b><br/>Tehnic/Liceal/Zi",<b>(165) Electronică automatizări</b><br/>Limba maghiară
HR,,,,,4.43,,,,,,,"<b>LICEUL TEHNOLOGIC ""SZÉKELY KÁROLY"" MIERCUREA CIUC</b><br/>Tehnic/Liceal/Zi",<b>(166) Mecanică</b><br/>Limba maghiară
HR,,,,,4.15,,,,,,,"<b>LICEUL TEHNOLOGIC ""SÖVÉR ELEK"" JOSENI</b><br/>Servicii/Liceal/Zi",<b>(167) Turism şi alimentaţie</b><br/>Limba maghiară
HR,,,,,3.46,,,,,,,"<b>LICEUL TEHNOLOGIC ""TIVAI NAGY IMRE"" SÂNMARTIN</b><br/>Servicii/Liceal/Zi",<b>(168) Turism şi alimentaţie</b><br/>Limba maghiară
HR,,,,,5.08,,,,,,,"<b>LICEUL TEHNOLOGIC ""VENCZEL JÓZSEF"" MIERCUREA CIUC</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(170) Agricultură</b><br/>Limba maghiară
HR,,,,,5.33,,,,,,,"<b>LICEUL TEHNOLOGIC ""VENCZEL JÓZSEF"" MIERCUREA CIUC</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(171) Industrie alimentară</b><br/>Limba maghiară
HR,,,,,5.55,,,,,,,"<b>LICEUL TEHNOLOGIC ""VENCZEL JÓZSEF"" MIERCUREA CIUC</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(172) Silvicultură</b><br/>Limba maghiară
HR,,,,,5.27,,,,,,,<b>LICEUL TEHNOLOGIC CORBU</b><br/>Real/Liceal/Zi,<b>(173) Ştiinţe ale Naturii</b><br/>Limba română
HR,,,,,5.62,,,,,,,<b>LICEUL TEHNOLOGIC CORBU</b><br/>Umanist/Liceal/Zi,<b>(174) Ştiinţe Sociale</b><br/>Limba română
HR,,,,,3.53,,,,,,,<b>LICEUL TEHNOLOGIC CORUND</b><br/>Servicii/Liceal/Zi,<b>(175) Turism şi alimentaţie</b><br/>Limba maghiară
HR,,,,,7.91,,,,,,,"<b>LICEUL TEOLOGIC ROMANO-CATOLIC ""SEGITŐ MÁRIA"" MIERCUREA CIUC</b><br/>Real/Liceal/Zi",<b>(177) Ştiinţe ale Naturii</b><br/>Limba maghiară
HR,,,,,7.43,,,,,,,"<b>LICEUL TEOLOGIC ROMANO-CATOLIC ""SEGITŐ MÁRIA"" MIERCUREA CIUC</b><br/>Umanist/Liceal/Zi",<b>(178) Ştiinţe Sociale</b><br/>Limba maghiară
HR,,,,,4.68,,,,,,,"<b>LICEUL TEOLOGIC ROMANO-CATOLIC ""SZENT ERZSÉBET"" LUNCA DE SUS</b><br/>Real/Liceal/Zi",<b>(180) Ştiinţe ale Naturii</b><br/>Limba maghiară
HR,,,,,3.26,,,,,,,"<b>LICEUL TEOLOGIC UNITARIAN ""BERDE MÓZES"" CRISTURU SECUIESC</b><br/>Real/Liceal/Zi",<b>(182) Ştiinţe ale Naturii</b><br/>Limba maghiară
HR,,,,,4.08,,,,,,,"<b>LICEUL TEORETIC ""KEMÉNY JÁNOS"" TOPLIŢA</b><br/>Umanist/Liceal/Zi",<b>(183) Filologie</b><br/>Limba maghiară
HR,,,,,3.96,,,,,,,"<b>LICEUL TEORETIC ""KEMÉNY JÁNOS"" TOPLIŢA</b><br/>Real/Liceal/Zi",<b>(184) Ştiinţe ale Naturii</b><br/>Limba maghiară
HR,,,,,5.67,,,,,,,"<b>LICEUL TEORETIC ""O.C.TĂSLĂUANU"" TOPLIŢA</b><br/>Umanist/Liceal/Zi",<b>(185) Filologie</b><br/>Limba română
HR,,,,,4.95,,,,,,,"<b>LICEUL TEORETIC ""O.C.TĂSLĂUANU"" TOPLIŢA</b><br/>Real/Liceal/Zi",<b>(186) Matematică-Informatică</b><br/>Limba română
HR,,,,,6.25,,,,,,,"<b>LICEUL TEORETIC ""O.C.TĂSLĂUANU"" TOPLIŢA</b><br/>Real/Liceal/Zi",<b>(187) Ştiinţe ale Naturii</b><br/>Limba română
HR,,,,,4.97,,,,,,,"<b>LICEUL TEORETIC ""O.C.TĂSLĂUANU"" TOPLIŢA</b><br/>Umanist/Liceal/Zi",<b>(188) Ştiinţe Sociale</b><br/>Limba română
HR,,,,,3.85,,,,,,,"<b>LICEUL TEORETIC ""ORBÁN BALÁZS"" CRISTURU SECUIESC</b><br/>Umanist/Liceal/Zi",<b>(189) Filologie</b><br/>Limba maghiară
HR,,,,,4.58,,,,,,,"<b>LICEUL TEORETIC ""ORBÁN BALÁZS"" CRISTURU SECUIESC</b><br/>Real/Liceal/Zi",<b>(190) Matematică-Informatică</b><br/>Limba maghiară
HR,,,,,6.83,,,,,,,"<b>LICEUL TEORETIC ""SALAMON ERNŐ"" GHEORGHENI</b><br/>Umanist/Liceal/Zi",<b>(191) Filologie</b><br/>Limba maghiară
HR,,,,,7.03,,,,,,,"<b>LICEUL TEORETIC ""SALAMON ERNŐ"" GHEORGHENI</b><br/>Real/Liceal/Zi",<b>(192) Matematică-Informatică</b><br/>Limba maghiară
HR,,,,,7.60,,,,,,,"<b>LICEUL TEORETIC ""SALAMON ERNŐ"" GHEORGHENI</b><br/>Real/Liceal/Zi",<b>(193) Ştiinţe ale Naturii</b><br/>Limba maghiară
HR,,,,,6.85,,,,,,,"<b>LICEUL TEORETIC ""SALAMON ERNŐ"" GHEORGHENI</b><br/>Umanist/Liceal/Zi",<b>(194) Ştiinţe Sociale</b><br/>Limba maghiară
HR,,,,,5.25,,,,,,,"<b>LICEUL TEORETIC ""SFÂNTU NICOLAE"" GHEORGHENI</b><br/>Umanist/Liceal/Zi",<b>(195) Filologie</b><br/>Limba română
HR,,,,,5.61,,,,,,,"<b>LICEUL TEORETIC ""SFÂNTU NICOLAE"" GHEORGHENI</b><br/>Real/Liceal/Zi",<b>(196) Ştiinţe ale Naturii</b><br/>Limba română
HR,,,,,7.48,,,,,,,"<b>LICEUL TEORETIC ""TAMÁSI ÁRON"" ODORHEIU SECUIESC</b><br/>Umanist/Liceal/Zi",<b>(197) Filologie</b><br/>Limba maghiară
HR,,,,,8.43,,,,,,,"<b>LICEUL TEORETIC ""TAMÁSI ÁRON"" ODORHEIU SECUIESC</b><br/>Real/Liceal/Zi",<b>(198) Matematică-Informatică</b><br/>Limba maghiară
HR,,,,,7.93,,,,,,,"<b>LICEUL TEORETIC ""TAMÁSI ÁRON"" ODORHEIU SECUIESC</b><br/>Real/Liceal/Zi",<b>(200) Ştiinţe ale Naturii</b><br/>Limba maghiară
HD,,,,,5.80,,,,,,,"<b>COLEGIUL ECONOMIC ""EMANUIL GOJDU"" HUNEDOARA</b><br/>Servicii/Liceal/Zi",<b>(101) Comerţ</b><br/>Limba română
HD,,,,,6.20,,,,,,,"<b>COLEGIUL ECONOMIC ""EMANUIL GOJDU"" HUNEDOARA</b><br/>Servicii/Liceal/Zi",<b>(102) Economic</b><br/>Limba română
HD,,,,,6.60,,,,,,,"<b>COLEGIUL ECONOMIC ""EMANUIL GOJDU"" HUNEDOARA</b><br/>Servicii/Liceal/Zi",<b>(103) Turism şi alimentaţie</b><br/>Limba română
HD,,,,,4.87,,,,,,,"<b>COLEGIUL ECONOMIC ""HERMES"" PETROȘANI</b><br/>Servicii/Liceal/Zi",<b>(105) Economic</b><br/>Limba română
HD,,,,,4.92,,,,,,,"<b>COLEGIUL ECONOMIC ""HERMES"" PETROȘANI</b><br/>Servicii/Liceal/Zi",<b>(106) Turism şi alimentaţie</b><br/>Limba română
HD,,,,,3.02,,,,,,,"<b>COLEGIUL NAȚIONAL DE INFORMATICĂ ""CARMEN SYLVA"" PETROȘANI</b><br/>Real/Liceal/Zi",<b>(107) Matematică-Informatică</b><br/>Limba română
HD,,,,,6.95,,,,,,,"<b>COLEGIUL NAȚIONAL DE INFORMATICĂ ""CARMEN SYLVA"" PETROȘANI</b><br/>Real/Liceal/Zi",<b>(108) Ştiinţe ale Naturii</b><br/>Limba română
HD,,,,,6.57,,,,,,,"<b>COLEGIUL NAȚIONAL DE INFORMATICĂ ""CARMEN SYLVA"" PETROȘANI</b><br/>Umanist/Liceal/Zi",<b>(109) Ştiinţe Sociale</b><br/>Limba română
HD,,,,,8.00,,,,,,,"<b>COLEGIUL NAȚIONAL ""DECEBAL"" DEVA</b><br/>Umanist/Liceal/Zi",<b>(110) Filologie</b><br/>Limba română
HD,,,,,7.57,,,,,,,"<b>COLEGIUL NAȚIONAL ""DECEBAL"" DEVA</b><br/>Umanist/Liceal/Zi",<b>(111) Filologie</b><br/>Limba română
HD,,,,,8.07,,,,,,,"<b>COLEGIUL NAȚIONAL ""DECEBAL"" DEVA</b><br/>Real/Liceal/Zi",<b>(112) Matematică-Informatică</b><br/>Limba română
HD,,,,,8.82,,,,,,,"<b>COLEGIUL NAȚIONAL ""DECEBAL"" DEVA</b><br/>Real/Liceal/Zi",<b>(113) Matematică-Informatică</b><br/>Limba română
HD,,,,,4.05,,,,,,,"<b>COLEGIUL NAȚIONAL ""DECEBAL"" DEVA</b><br/>Real/Liceal/Zi",<b>(114) Ştiinţe ale Naturii</b><br/>Limba germană
HD,,,,,9.15,,,,,,,"<b>COLEGIUL NAȚIONAL ""DECEBAL"" DEVA</b><br/>Real/Liceal/Zi",<b>(115) Ştiinţe ale Naturii</b><br/>Limba română
HD,,,,,8.02,,,,,,,"<b>COLEGIUL NAȚIONAL ""DECEBAL"" DEVA</b><br/>Real/Liceal/Zi",<b>(116) Ştiinţe ale Naturii</b><br/>Limba română
HD,,,,,8.30,,,,,,,"<b>COLEGIUL NAȚIONAL ""DECEBAL"" DEVA</b><br/>Real/Liceal/Zi",<b>(117) Ştiinţe ale Naturii</b><br/>Limba română
HD,,,,,7.17,,,,,,,"<b>COLEGIUL NAȚIONAL ""IANCU DE HUNEDOARA"" HUNEDOARA</b><br/>Umanist/Liceal/Zi",<b>(118) Filologie</b><br/>Limba română
HD,,,,,8.62,,,,,,,"<b>COLEGIUL NAȚIONAL ""IANCU DE HUNEDOARA"" HUNEDOARA</b><br/>Real/Liceal/Zi",<b>(119) Matematică-Informatică</b><br/>Limba română
HD,,,,,8.10,,,,,,,"<b>COLEGIUL NAȚIONAL ""IANCU DE HUNEDOARA"" HUNEDOARA</b><br/>Real/Liceal/Zi",<b>(120) Ştiinţe ale Naturii</b><br/>Limba română
HD,,,,,6.82,,,,,,,"<b>COLEGIUL NAȚIONAL ""IANCU DE HUNEDOARA"" HUNEDOARA</b><br/>Umanist/Liceal/Zi",<b>(121) Ştiinţe Sociale</b><br/>Limba română
HD,,,,,5.50,,,,,,,"<b>COLEGIUL NAȚIONAL ""MIHAI EMINESCU"" PETROȘANI</b><br/>Umanist/Liceal/Zi",<b>(122) Filologie</b><br/>Limba română
HD,,,,,5.25,,,,,,,"<b>COLEGIUL NAȚIONAL ""MIHAI EMINESCU"" PETROȘANI</b><br/>Real/Liceal/Zi",<b>(123) Matematică-Informatică</b><br/>Limba română
HD,,,,,7.72,,,,,,,"<b>COLEGIUL NAȚIONAL ""MIHAI EMINESCU"" PETROȘANI</b><br/>Real/Liceal/Zi",<b>(124) Ştiinţe ale Naturii</b><br/>Limba română
HD,,,,,7.26,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""REGINA MARIA"" DEVA</b><br/>Umanist/Liceal/Zi",<b>(126) Filologie</b><br/>Limba română
HD,,,,,8.45,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""REGINA MARIA"" DEVA</b><br/>Real/Liceal/Zi",<b>(127) Matematică-Informatică</b><br/>Limba română
HD,,,,,7.50,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""REGINA MARIA"" DEVA</b><br/>Umanist/Liceal/Zi",<b>(129) Ştiinţe Sociale</b><br/>Limba română
HD,,,,,7.32,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""REGINA MARIA"" DEVA</b><br/>Umanist/Liceal/Zi",<b>(130) Ştiinţe Sociale</b><br/>Limba română
HD,,,,,3.52,,,,,,,"<b>COLEGIUL TEHNIC ""CONSTANTIN BRÂNCUŞI"" PETRILA</b><br/>Servicii/Liceal/Zi",<b>(131) Economic</b><br/>Limba română
HD,,,,,3.60,,,,,,,"<b>COLEGIUL TEHNIC ""CONSTANTIN BRÂNCUŞI"" PETRILA</b><br/>Tehnic/Liceal/Zi",<b>(132) Electronică automatizări</b><br/>Limba română
HD,,,,,5.22,,,,,,,"<b>COLEGIUL TEHNIC ""CONSTANTIN BRÂNCUŞI"" PETRILA</b><br/>Umanist/Liceal/Zi",<b>(133) Filologie</b><br/>Limba română
HD,,,,,3.85,,,,,,,"<b>COLEGIUL TEHNIC ""CONSTANTIN BRÂNCUŞI"" PETRILA</b><br/>Real/Liceal/Zi",<b>(134) Matematică-Informatică</b><br/>Limba română
HD,,,,,5.10,,,,,,,"<b>COLEGIUL TEHNIC ""CONSTANTIN BRÂNCUŞI"" PETRILA</b><br/>Real/Liceal/Zi",<b>(135) Ştiinţe ale Naturii</b><br/>Limba română
HD,,,,,6.10,,,,,,,"<b>COLEGIUL TEHNIC ""TRANSILVANIA"" DEVA</b><br/>Tehnic/Liceal/Zi",<b>(136) Electric</b><br/>Limba română
HD,,,,,7.17,,,,,,,"<b>COLEGIUL TEHNIC ""TRANSILVANIA"" DEVA</b><br/>Tehnic/Liceal/Zi",<b>(137) Electronică automatizări</b><br/>Limba română
HD,,,,,6.35,,,,,,,"<b>COLEGIUL TEHNIC ""TRANSILVANIA"" DEVA</b><br/>Tehnic/Liceal/Zi",<b>(138) Electronică automatizări</b><br/>Limba română
HD,,,,,2.50,,,,,,,"<b>LICEUL ""PROF. BORA TIT LIVIU"" BARU</b><br/>Servicii/Liceal/Zi",<b>(143) Turism şi alimentaţie</b><br/>Limba română
HD,,,,,4.32,,,,,,,"<b>LICEUL TEHNOLOGIC AGRICOL ""ALEXANDRU BORZA"" GEOAGIU</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(145) Agricultură</b><br/>Limba română
HD,,,,,4.42,,,,,,,"<b>LICEUL TEHNOLOGIC AGRICOL ""ALEXANDRU BORZA"" GEOAGIU</b><br/>Servicii/Liceal/Zi",<b>(146) Economic</b><br/>Limba română
HD,,,,,4.62,,,,,,,"<b>LICEUL TEHNOLOGIC AGRICOL ""ALEXANDRU BORZA"" GEOAGIU</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(147) Silvicultură</b><br/>Limba română
HD,,,,,3.80,,,,,,,"<b>LICEUL TEHNOLOGIC AGRICOL ""ALEXANDRU BORZA"" GEOAGIU</b><br/>Servicii/Liceal/Zi",<b>(148) Turism şi alimentaţie</b><br/>Limba română
HD,,,,,5.32,,,,,,,"<b>LICEUL TEHNOLOGIC ""CONSTANTIN BURSAN"" HUNEDOARA</b><br/>Tehnic/Liceal/Zi",<b>(149) Electronică automatizări</b><br/>Limba română
HD,,,,,5.27,,,,,,,"<b>LICEUL TEHNOLOGIC ""CONSTANTIN BURSAN"" HUNEDOARA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(150) Protecţia mediului</b><br/>Limba română
HD,,,,,3.02,,,,,,,"<b>LICEUL TEHNOLOGIC ""CRIȘAN"" CRIȘCIOR</b><br/>Servicii/Liceal/Zi",<b>(153) Turism şi alimentaţie</b><br/>Limba română
HD,,,,,4.90,,,,,,,"<b>LICEUL TEHNOLOGIC DE TRANSPORT FEROVIAR ""ANGHEL SALIGNY"" SIMERIA</b><br/>Umanist/Liceal/Zi",<b>(154) Filologie</b><br/>Limba română
HD,,,,,4.70,,,,,,,"<b>LICEUL TEHNOLOGIC DE TRANSPORT FEROVIAR ""ANGHEL SALIGNY"" SIMERIA</b><br/>Tehnic/Liceal/Zi",<b>(155) Mecanică</b><br/>Limba română
HD,,,,,2.55,,,,,,,"<b>LICEUL TEHNOLOGIC ""DIMITRIE LEONIDA"" PETROȘANI</b><br/>Tehnic/Liceal/Zi",<b>(157) Mecanică</b><br/>Limba română
HD,,,,,6.00,,,,,,,"<b>LICEUL TEHNOLOGIC ENERGETIC ""DRAGOMIR HURMUZESCU"" DEVA</b><br/>Tehnic/Liceal/Zi",<b>(158) Mecanică</b><br/>Limba română
HD,,,,,6.20,,,,,,,"<b>LICEUL TEHNOLOGIC ENERGETIC ""DRAGOMIR HURMUZESCU"" DEVA</b><br/>Tehnic/Liceal/Zi",<b>(159) Producţie media</b><br/>Limba română
HD,,,,,5.15,,,,,,,"<b>LICEUL TEHNOLOGIC ""GRIGORE MOISIL"" DEVA</b><br/>Servicii/Liceal/Zi",<b>(161) Economic</b><br/>Limba română
HD,,,,,5.15,,,,,,,"<b>LICEUL TEHNOLOGIC ""GRIGORE MOISIL"" DEVA</b><br/>Servicii/Liceal/Zi",<b>(163) Turism şi alimentaţie</b><br/>Limba română
HD,,,,,3.15,,,,,,,<b>LICEUL TEHNOLOGIC LUPENI</b><br/>Tehnic/Liceal/Zi,<b>(166) Mecanică</b><br/>Limba română
HD,,,,,4.30,,,,,,,<b>LICEUL TEHNOLOGIC LUPENI</b><br/>Servicii/Liceal/Zi,<b>(167) Turism şi alimentaţie</b><br/>Limba română
HD,,,,,2.55,,,,,,,"<b>LICEUL TEHNOLOGIC ""MIHAI VITEAZU"" VULCAN</b><br/>Servicii/Liceal/Zi",<b>(170) Comerţ</b><br/>Limba română
HD,,,,,2.72,,,,,,,"<b>LICEUL TEHNOLOGIC ""MIHAI VITEAZU"" VULCAN</b><br/>Tehnic/Liceal/Zi",<b>(171) Electric</b><br/>Limba română
HD,,,,,5.42,,,,,,,"<b>LICEUL TEHNOLOGIC ""MIHAI VITEAZU"" VULCAN</b><br/>Umanist/Liceal/Zi",<b>(172) Filologie</b><br/>Limba română
HD,,,,,3.15,,,,,,,"<b>LICEUL TEHNOLOGIC ""MIHAI VITEAZU"" VULCAN</b><br/>Real/Liceal/Zi",<b>(173) Matematică-Informatică</b><br/>Limba română
HD,,,,,3.65,,,,,,,"<b>LICEUL TEHNOLOGIC ""MIHAI VITEAZU"" VULCAN</b><br/>Tehnic/Liceal/Zi",<b>(174) Mecanică</b><br/>Limba română
HD,,,,,4.37,,,,,,,"<b>LICEUL TEHNOLOGIC ""MIHAI VITEAZU"" VULCAN</b><br/>Real/Liceal/Zi",<b>(175) Ştiinţe ale Naturii</b><br/>Limba română
HD,,,,,4.37,,,,,,,"<b>LICEUL TEHNOLOGIC ""NICOLAUS OLAHUS"" ORĂȘTIE</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(176) Chimie industrială</b><br/>Limba română
HD,,,,,4.00,,,,,,,"<b>LICEUL TEHNOLOGIC ""NICOLAUS OLAHUS"" ORĂȘTIE</b><br/>Tehnic/Liceal/Zi",<b>(177) Electric</b><br/>Limba română
HD,,,,,5.57,,,,,,,"<b>LICEUL TEHNOLOGIC ""OVID DENSUSIANU"" CĂLAN</b><br/>Umanist/Liceal/Zi",<b>(179) Filologie</b><br/>Limba română
HD,,,,,3.72,,,,,,,"<b>LICEUL TEHNOLOGIC ""OVID DENSUSIANU"" CĂLAN</b><br/>Tehnic/Liceal/Zi",<b>(180) Mecanică</b><br/>Limba română
HD,,,,,4.55,,,,,,,"<b>LICEUL TEHNOLOGIC ""OVID DENSUSIANU"" CĂLAN</b><br/>Umanist/Liceal/Zi",<b>(181) Ştiinţe Sociale</b><br/>Limba română
HD,,,,,4.10,,,,,,,"<b>LICEUL TEHNOLOGIC ""RETEZAT"" URICANI</b><br/>Servicii/Liceal/Zi",<b>(182) Turism şi alimentaţie</b><br/>Limba română
HD,,,,,6.17,,,,,,,"<b>LICEUL TEORETIC ""AUREL VLAICU"" ORĂȘTIE</b><br/>Umanist/Liceal/Zi",<b>(183) Filologie</b><br/>Limba română
HD,,,,,8.67,,,,,,,"<b>LICEUL TEORETIC ""AUREL VLAICU"" ORĂȘTIE</b><br/>Real/Liceal/Zi",<b>(184) Matematică-Informatică</b><br/>Limba română
HD,,,,,5.27,,,,,,,"<b>LICEUL TEORETIC ""AUREL VLAICU"" ORĂȘTIE</b><br/>Real/Liceal/Zi",<b>(185) Ştiinţe ale Naturii</b><br/>Limba română
HD,,,,,5.35,,,,,,,"<b>LICEUL TEORETIC ""AVRAM IANCU"" BRAD</b><br/>Umanist/Liceal/Zi",<b>(186) Filologie</b><br/>Limba română
HD,,,,,5.30,,,,,,,"<b>LICEUL TEORETIC ""AVRAM IANCU"" BRAD</b><br/>Real/Liceal/Zi",<b>(187) Matematică-Informatică</b><br/>Limba română
HD,,,,,6.17,,,,,,,"<b>LICEUL TEORETIC ""AVRAM IANCU"" BRAD</b><br/>Real/Liceal/Zi",<b>(188) Ştiinţe ale Naturii</b><br/>Limba română
HD,,,,,3.80,,,,,,,"<b>LICEUL TEORETIC ""I. C. BRĂTIANU"" HAȚEG</b><br/>Tehnic/Liceal/Zi",<b>(189) Electric</b><br/>Limba română
HD,,,,,6.05,,,,,,,"<b>LICEUL TEORETIC ""I. C. BRĂTIANU"" HAȚEG</b><br/>Umanist/Liceal/Zi",<b>(190) Filologie</b><br/>Limba română
HD,,,,,7.92,,,,,,,"<b>LICEUL TEORETIC ""I. C. BRĂTIANU"" HAȚEG</b><br/>Real/Liceal/Zi",<b>(191) Matematică-Informatică</b><br/>Limba română
HD,,,,,4.35,,,,,,,"<b>LICEUL TEORETIC ""I. C. BRĂTIANU"" HAȚEG</b><br/>Servicii/Liceal/Zi",<b>(192) Turism şi alimentaţie</b><br/>Limba română
HD,,,,,5.60,,,,,,,"<b>LICEUL TEORETIC ""I. C. BRĂTIANU"" HAȚEG</b><br/>Real/Liceal/Zi",<b>(193) Ştiinţe ale Naturii</b><br/>Limba română
HD,,,,,6.02,,,,,,,"<b>LICEUL TEORETIC ""I. C. BRĂTIANU"" HAȚEG</b><br/>Umanist/Liceal/Zi",<b>(194) Ştiinţe Sociale</b><br/>Limba română
HD,,,,,5.62,,,,,,,"<b>LICEUL TEORETIC ""MIRCEA ELIADE"" LUPENI</b><br/>Real/Liceal/Zi",<b>(195) Matematică-Informatică</b><br/>Limba română
HD,,,,,5.65,,,,,,,"<b>LICEUL TEORETIC ""MIRCEA ELIADE"" LUPENI</b><br/>Real/Liceal/Zi",<b>(196) Ştiinţe ale Naturii</b><br/>Limba română
HD,,,,,5.65,,,,,,,"<b>LICEUL TEORETIC ""MIRCEA ELIADE"" LUPENI</b><br/>Umanist/Liceal/Zi",<b>(197) Ştiinţe Sociale</b><br/>Limba română
HD,,,,,4.87,,,,,,,"<b>LICEUL TEORETIC ""SILVIU DRAGOMIR"" ILIA</b><br/>Umanist/Liceal/Zi",<b>(198) Filologie</b><br/>Limba română
HD,,,,,4.45,,,,,,,"<b>LICEUL TEORETIC ""SILVIU DRAGOMIR"" ILIA</b><br/>Real/Liceal/Zi",<b>(199) Matematică-Informatică</b><br/>Limba română
HD,,,,,3.83,,,,,,,"<b>LICEUL TEORETIC ""TEGLAS GABOR"" DEVA</b><br/>Umanist/Liceal/Zi",<b>(200) Filologie</b><br/>Limba maghiară
HD,,,,,6.16,,,,,,,"<b>LICEUL TEORETIC ""TEGLAS GABOR"" DEVA</b><br/>Real/Liceal/Zi",<b>(201) Matematică-Informatică</b><br/>Limba maghiară
HD,,,,,2.13,,,,,,,"<b>LICEUL TEORETIC ""TEGLAS GABOR"" DEVA</b><br/>Servicii/Liceal/Zi",<b>(202) Turism şi alimentaţie</b><br/>Limba maghiară
HD,,,,,6.82,,,,,,,"<b>LICEUL TEORETIC ""TRAIAN LALESCU"" HUNEDOARA</b><br/>Umanist/Liceal/Zi",<b>(203) Filologie</b><br/>Limba română
HD,,,,,7.55,,,,,,,"<b>LICEUL TEORETIC ""TRAIAN LALESCU"" HUNEDOARA</b><br/>Real/Liceal/Zi",<b>(204) Matematică-Informatică</b><br/>Limba română
HD,,,,,6.97,,,,,,,"<b>LICEUL TEORETIC ""TRAIAN LALESCU"" HUNEDOARA</b><br/>Real/Liceal/Zi",<b>(205) Ştiinţe ale Naturii</b><br/>Limba română
IL,,,,,8.00,,,,,,,"<b>COLEGIUL NAŢIONAL ""MIHAI VITEAZUL"" SLOBOZIA</b><br/>Umanist/Liceal/Zi",<b>(101) Filologie</b><br/>Limba română
IL,,,,,7.60,,,,,,,"<b>COLEGIUL NAŢIONAL ""MIHAI VITEAZUL"" SLOBOZIA</b><br/>Real/Liceal/Zi",<b>(102) Matematică-Informatică</b><br/>Limba română
IL,,,,,7.45,,,,,,,"<b>COLEGIUL NAŢIONAL ""MIHAI VITEAZUL"" SLOBOZIA</b><br/>Real/Liceal/Zi",<b>(103) Ştiinţe ale Naturii</b><br/>Limba română
IL,,,,,7.42,,,,,,,"<b>COLEGIUL NAŢIONAL ""MIHAI VITEAZUL"" SLOBOZIA</b><br/>Umanist/Liceal/Zi",<b>(104) Ştiinţe Sociale</b><br/>Limba română
IL,,,,,5.97,,,,,,,"<b>COLEGIUL NAŢIONAL""GRIGORE MOISIL"" URZICENI</b><br/>Umanist/Liceal/Zi",<b>(105) Filologie</b><br/>Limba română
IL,,,,,4.82,,,,,,,"<b>COLEGIUL NAŢIONAL""GRIGORE MOISIL"" URZICENI</b><br/>Real/Liceal/Zi",<b>(106) Matematică-Informatică</b><br/>Limba română
