ja,n,jp,s,sc,madm,mev,mabs,nro,nmate,lm,nlm,h,sp
AR,,,,,4.00,,,,,,,"<b>LICEUL TEORETIC ""ADAM MULLER GUTTENBRUNN"" ARAD</b><br/>Umanist/Liceal/Zi",<b>(184) Filologie</b><br/>Limba germană
AR,,,,,5.51,,,,,,,"<b>LICEUL TEORETIC ""ADAM MULLER GUTTENBRUNN"" ARAD</b><br/>Real/Liceal/Zi",<b>(186) Ştiinţe ale Naturii</b><br/>Limba germană
AR,,,,,6.62,,,,,,,"<b>LICEUL TEORETIC ""ADAM MULLER GUTTENBRUNN"" ARAD</b><br/>Real/Liceal/Zi",<b>(187) Ştiinţe ale Naturii</b><br/>Limba română
AR,,,,,5.85,,,,,,,"<b>LICEUL TEORETIC ""ADAM MULLER GUTTENBRUNN"" ARAD</b><br/>Umanist/Liceal/Zi",<b>(185) Filologie</b><br/>Limba română
AR,,,,,6.27,,,,,,,<b>LICEUL TEOLOGIC PENTICOSTAL ARAD</b><br/>Real/Liceal/Zi,<b>(182) Matematică-Informatică</b><br/>Limba română
AR,,,,,6.90,,,,,,,<b>COLEGIUL ECONOMIC ARAD</b><br/>Servicii/Liceal/Zi,<b>(111) Economic</b><br/>Limba română
AR,,,,,6.82,,,,,,,<b>COLEGIUL ECONOMIC ARAD</b><br/>Servicii/Liceal/Zi,<b>(112) Turism şi alimentaţie</b><br/>Limba română
AG,,,,,6.05,,,,,,,"<b>LICEUL TEORETIC ""SFÂNTA MUCENIȚĂ FILOTEEA""</b><br/>Umanist/Liceal/Zi",<b>(704) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,7.22,,,,,,,"<b>LICEUL TEORETIC ""SFÂNTA MUCENIȚĂ FILOTEEA""</b><br/>Real/Liceal/Zi",<b>(705) Matematică-Informatică</b><br/>Limba română
AG,,,,,,,,,,,,"<b>LICEUL TEORETIC ""SFÂNTA MUCENIȚĂ FILOTEEA""</b><br/>Real/Liceal/Zi",<b>(706) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,2.32,,,,,,,"<b>COLEGIUL ECOLOGIC ""PROF.UNIV.DR. ALEXANDRU IONESCU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(700) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,4.35,,,,,,,"<b>COLEGIUL ECOLOGIC ""PROF.UNIV.DR. ALEXANDRU IONESCU"" PITEȘTI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(701) Protecţia mediului</b><br/>Limba română
AG,,,,,2.20,,,,,,,<b>LICEUL TEHNOLOGIC VEDEA</b><br/>Servicii/Liceal/Zi,<b>(198) Economic</b><br/>Limba română
AG,,,,,1.85,,,,,,,<b>LICEUL TEHNOLOGIC VEDEA</b><br/>Servicii/Liceal/Zi,<b>(199) Estetica şi igiena corpului omenesc</b><br/>Limba română
AG,,,,,8.22,,,,,,,"<b>LICEUL TEORETIC ""ION CANTACUZINO"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(208) Filologie</b><br/>Limba română
AG,,,,,8.42,,,,,,,"<b>LICEUL TEORETIC ""ION CANTACUZINO"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(209) Matematică-Informatică</b><br/>Limba română
AG,,,,,8.22,,,,,,,"<b>LICEUL TEORETIC ""ION CANTACUZINO"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(210) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,8.35,,,,,,,"<b>LICEUL TEORETIC ""ION CANTACUZINO"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(211) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,8.65,,,,,,,"<b>LICEUL TEORETIC ""ION BARBU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(205) Filologie</b><br/>Limba română
AG,,,,,8.50,,,,,,,"<b>LICEUL TEORETIC ""ION BARBU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(206) Matematică-Informatică</b><br/>Limba română
AG,,,,,8.50,,,,,,,"<b>LICEUL TEORETIC ""ION BARBU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(207) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,9.20,,,,,,,"<b>COLEGIUL NAȚIONAL ""ION C. BRĂTIANU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(115) Filologie</b><br/>Limba română
AG,,,,,9.50,,,,,,,"<b>COLEGIUL NAȚIONAL ""ION C. BRĂTIANU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(117) Matematică-Informatică</b><br/>Limba română
AG,,,,,9.52,,,,,,,"<b>COLEGIUL NAȚIONAL ""ION C. BRĂTIANU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(119) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,9.42,,,,,,,"<b>COLEGIUL NAȚIONAL ""ION C. BRĂTIANU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(120) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,9.32,,,,,,,"<b>COLEGIUL NAȚIONAL ""ION C. BRĂTIANU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(116) Filologie</b><br/>Limba română
AG,,,,,9.72,,,,,,,"<b>COLEGIUL NAȚIONAL ""ION C. BRĂTIANU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(118) Matematică-Informatică</b><br/>Limba română
AG,,,,,8.90,,,,,,,"<b>COLEGIUL NAȚIONAL ""ZINCA GOLESCU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(125) Filologie</b><br/>Limba română
AG,,,,,8.90,,,,,,,"<b>COLEGIUL NAȚIONAL ""ZINCA GOLESCU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(126) Matematică-Informatică</b><br/>Limba română
AG,,,,,9.07,,,,,,,"<b>COLEGIUL NAȚIONAL ""ZINCA GOLESCU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(128) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,8.87,,,,,,,"<b>COLEGIUL NAȚIONAL ""ZINCA GOLESCU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(130) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,9.15,,,,,,,"<b>COLEGIUL NAȚIONAL ""ZINCA GOLESCU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(127) Matematică-Informatică</b><br/>Limba română
AG,,,,,9.07,,,,,,,"<b>COLEGIUL NAȚIONAL ""ZINCA GOLESCU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(129) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,7.12,,,,,,,"<b>COLEGIUL TEHNIC ""ARMAND CĂLINESCU"" PITEȘTI</b><br/>Servicii/Liceal/Zi",<b>(134) Comerţ</b><br/>Limba română
AG,,,,,6.60,,,,,,,"<b>COLEGIUL TEHNIC ""ARMAND CĂLINESCU"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(135) Electronică automatizări</b><br/>Limba română
AG,,,,,6.47,,,,,,,"<b>COLEGIUL TEHNIC ""ARMAND CĂLINESCU"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(136) Industrie textilă şi pielărie</b><br/>Limba română
AG,,,,,7.02,,,,,,,"<b>COLEGIUL TEHNIC ""ARMAND CĂLINESCU"" PITEȘTI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(138) Protecţia mediului</b><br/>Limba română
AG,,,,,7.05,,,,,,,"<b>COLEGIUL TEHNIC ""ARMAND CĂLINESCU"" PITEȘTI</b><br/>Servicii/Liceal/Zi",<b>(139) Turism şi alimentaţie</b><br/>Limba română
AG,,,,,5.67,,,,,,,"<b>LICEUL TEHNOLOGIC ""ASTRA"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(154) Electronică automatizări</b><br/>Limba română
AG,,,,,3.12,,,,,,,"<b>LICEUL TEHNOLOGIC ""ASTRA"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(156) Mecanică</b><br/>Limba română
AG,,,,,6.05,,,,,,,"<b>LICEUL TEHNOLOGIC ""ASTRA"" PITEȘTI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(157) Protecţia mediului</b><br/>Limba română
AG,,,,,5.57,,,,,,,"<b>LICEUL TEHNOLOGIC ""DACIA"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(161) Electric</b><br/>Limba română
AG,,,,,5.42,,,,,,,"<b>LICEUL TEHNOLOGIC ""DACIA"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(162) Electromecanică</b><br/>Limba română
AG,,,,,3.75,,,,,,,"<b>LICEUL TEHNOLOGIC ""DACIA"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(163) Mecanică</b><br/>Limba română
AG,,,,,4.57,,,,,,,"<b>LICEUL TEHNOLOGIC ""DIMITRIE DIMA"" PITEȘTI</b><br/>Tehnic/Liceal/Zi","<b>(165) Construcţii, instalaţii şi lucrări publice</b><br/>Limba română"
AG,,,,,2.55,,,,,,,"<b>LICEUL TEHNOLOGIC ""DIMITRIE DIMA"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(167) Mecanică</b><br/>Limba română
AG,,,,,5.70,,,,,,,"<b>LICEUL TEHNOLOGIC ""DIMITRIE DIMA"" PITEȘTI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(168) Protecţia mediului</b><br/>Limba română
AG,,,,,8.07,,,,,,,"<b>COLEGIUL ECONOMIC ""MARIA TEIULEANU"" PITEȘTI</b><br/>Servicii/Liceal/Zi",<b>(101) Comerţ</b><br/>Limba română
AG,,,,,7.92,,,,,,,"<b>COLEGIUL ECONOMIC ""MARIA TEIULEANU"" PITEȘTI</b><br/>Servicii/Liceal/Zi",<b>(102) Economic</b><br/>Limba română
AG,,,,,8.15,,,,,,,"<b>COLEGIUL ECONOMIC ""MARIA TEIULEANU"" PITEȘTI</b><br/>Servicii/Liceal/Zi",<b>(103) Turism şi alimentaţie</b><br/>Limba română
AG,,,,,9.17,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU ODOBESCU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(106) Matematică-Informatică</b><br/>Limba română
AG,,,,,9.12,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU ODOBESCU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(107) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,9.17,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU ODOBESCU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(110) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,8.95,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU ODOBESCU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(105) Filologie</b><br/>Limba română
AG,,,,,8.92,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU ODOBESCU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(109) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,9.22,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU ODOBESCU"" PITEȘTI</b><br/>Umanist/Liceal/Zi",<b>(104) Filologie</b><br/>Limba română
AG,,,,,9.30,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU ODOBESCU"" PITEȘTI</b><br/>Real/Liceal/Zi",<b>(108) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,5.12,,,,,,,"<b>LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(158) Fabricarea produselor din lemn</b><br/>Limba română
AG,,,,,6.07,,,,,,,"<b>LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" PITEȘTI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(159) Protecţia mediului</b><br/>Limba română
AG,,,,,6.85,,,,,,,"<b>COLEGIUL TEHNIC ""COSTIN D. NENIȚESCU"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(140) Chimie industrială</b><br/>Limba română
AG,,,,,7.72,,,,,,,"<b>COLEGIUL TEHNIC ""COSTIN D. NENIȚESCU"" PITEȘTI</b><br/>Servicii/Liceal/Zi",<b>(141) Economic</b><br/>Limba română
AG,,,,,6.72,,,,,,,"<b>COLEGIUL TEHNIC ""COSTIN D. NENIȚESCU"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(142) Electromecanică</b><br/>Limba română
AG,,,,,7.07,,,,,,,"<b>COLEGIUL TEHNIC ""COSTIN D. NENIȚESCU"" PITEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(143) Electronică automatizări</b><br/>Limba română
AG,,,,,7.17,,,,,,,"<b>COLEGIUL TEHNIC ""COSTIN D. NENIȚESCU"" PITEȘTI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(144) Protecţia mediului</b><br/>Limba română
AG,,,,,5.52,,,,,,,<b>LICEUL TEHNOLOGIC CONSTRUCȚII DE MAȘINI MIOVENI</b><br/>Tehnic/Liceal/Zi,<b>(186) Electric</b><br/>Limba română
AG,,,,,6.70,,,,,,,<b>LICEUL TEHNOLOGIC CONSTRUCȚII DE MAȘINI MIOVENI</b><br/>Tehnic/Liceal/Zi,<b>(187) Electronică automatizări</b><br/>Limba română
AG,,,,,4.25,,,,,,,<b>LICEUL TEHNOLOGIC CONSTRUCȚII DE MAȘINI MIOVENI</b><br/>Tehnic/Liceal/Zi,<b>(188) Mecanică</b><br/>Limba română
AG,,,,,7.90,,,,,,,"<b>LICEUL TEORETIC ""IULIA ZAMFIRESCU"" MIOVENI</b><br/>Umanist/Liceal/Zi",<b>(216) Filologie</b><br/>Limba română
AG,,,,,7.80,,,,,,,"<b>LICEUL TEORETIC ""IULIA ZAMFIRESCU"" MIOVENI</b><br/>Real/Liceal/Zi",<b>(217) Matematică-Informatică</b><br/>Limba română
AG,,,,,7.50,,,,,,,"<b>LICEUL TEORETIC ""IULIA ZAMFIRESCU"" MIOVENI</b><br/>Real/Liceal/Zi",<b>(218) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,7.97,,,,,,,"<b>LICEUL TEORETIC ""IULIA ZAMFIRESCU"" MIOVENI</b><br/>Umanist/Liceal/Zi",<b>(219) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,3.05,,,,,,,<b>LICEUL TEHNOLOGIC NR. 1 MĂRĂCINENI</b><br/>Servicii/Liceal/Zi,<b>(191) Comerţ</b><br/>Limba română
AG,,,,,2.15,,,,,,,<b>LICEUL TEHNOLOGIC NR. 1 MĂRĂCINENI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(193) Industrie alimentară</b><br/>Limba română
AG,,,,,3.77,,,,,,,"<b>LICEUL TEHNOLOGIC ""DINU BRĂTIANU"" ȘTEFĂNEȘTI</b><br/>Umanist/Liceal/Zi",<b>(169) Filologie</b><br/>Limba română
AG,,,,,3.92,,,,,,,"<b>LICEUL TEHNOLOGIC ""DINU BRĂTIANU"" ȘTEFĂNEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(170) Mecanică</b><br/>Limba română
AG,,,,,7.85,,,,,,,"<b>COLEGIUL NAȚIONAL ""DINICU GOLESCU"" CÂMPULUNG</b><br/>Umanist/Liceal/Zi",<b>(111) Filologie</b><br/>Limba română
AG,,,,,8.15,,,,,,,"<b>COLEGIUL NAȚIONAL ""DINICU GOLESCU"" CÂMPULUNG</b><br/>Real/Liceal/Zi",<b>(112) Matematică-Informatică</b><br/>Limba română
AG,,,,,7.27,,,,,,,"<b>COLEGIUL NAȚIONAL ""DINICU GOLESCU"" CÂMPULUNG</b><br/>Real/Liceal/Zi",<b>(113) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,6.70,,,,,,,"<b>COLEGIUL NAȚIONAL ""DINICU GOLESCU"" CÂMPULUNG</b><br/>Umanist/Liceal/Zi",<b>(114) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,7.15,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""CAROL I"" CÂMPULUNG</b><br/>Umanist/Liceal/Zi",<b>(132) Filologie</b><br/>Limba română
AG,,,,,3.72,,,,,,,<b>LICEUL TEHNOLOGIC AUTO CÂMPULUNG</b><br/>Tehnic/Liceal/Zi,<b>(185) Mecanică</b><br/>Limba română
AG,,,,,6.92,,,,,,,"<b>LICEUL TEORETIC ""DAN BARBILIAN"" CÂMPULUNG</b><br/>Umanist/Liceal/Zi",<b>(202) Filologie</b><br/>Limba română
AG,,,,,7.20,,,,,,,"<b>LICEUL TEORETIC ""DAN BARBILIAN"" CÂMPULUNG</b><br/>Real/Liceal/Zi",<b>(203) Matematică-Informatică</b><br/>Limba română
AG,,,,,6.65,,,,,,,"<b>LICEUL TEORETIC ""DAN BARBILIAN"" CÂMPULUNG</b><br/>Real/Liceal/Zi",<b>(204) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,4.95,,,,,,,<b>COLEGIUL TEHNIC CÂMPULUNG</b><br/>Tehnic/Liceal/Zi,<b>(145) Mecanică</b><br/>Limba română
AG,,,,,5.70,,,,,,,<b>COLEGIUL TEHNIC CÂMPULUNG</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(146) Protecţia mediului</b><br/>Limba română
AG,,,,,6.07,,,,,,,<b>COLEGIUL TEHNIC CÂMPULUNG</b><br/>Servicii/Liceal/Zi,<b>(147) Turism şi alimentaţie</b><br/>Limba română
AG,,,,,8.30,,,,,,,"<b>COLEGIUL NAȚIONAL ""VLAICU VODĂ"" CURTEA DE ARGEȘ</b><br/>Umanist/Liceal/Zi",<b>(121) Filologie</b><br/>Limba română
AG,,,,,8.20,,,,,,,"<b>COLEGIUL NAȚIONAL ""VLAICU VODĂ"" CURTEA DE ARGEȘ</b><br/>Real/Liceal/Zi",<b>(122) Matematică-Informatică</b><br/>Limba română
AG,,,,,8.15,,,,,,,"<b>COLEGIUL NAȚIONAL ""VLAICU VODĂ"" CURTEA DE ARGEȘ</b><br/>Real/Liceal/Zi",<b>(123) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,8.12,,,,,,,"<b>COLEGIUL NAȚIONAL ""VLAICU VODĂ"" CURTEA DE ARGEȘ</b><br/>Umanist/Liceal/Zi",<b>(124) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,4.27,,,,,,,"<b>LICEUL TEHNOLOGIC ""CONSTANTIN DOBRESCU"" CURTEA DE ARGEȘ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(160) Industrie alimentară</b><br/>Limba română
AG,,,,,7.15,,,,,,,"<b>LICEUL TEHNOLOGIC ""FERDINAND I"" CURTEA DE ARGEȘ</b><br/>Tehnic/Liceal/Zi",<b>(171) Electric</b><br/>Limba română
AG,,,,,7.45,,,,,,,"<b>LICEUL TEHNOLOGIC ""FERDINAND I"" CURTEA DE ARGEȘ</b><br/>Tehnic/Liceal/Zi",<b>(172) Electronică automatizări</b><br/>Limba română
AG,,,,,6.82,,,,,,,"<b>LICEUL TEHNOLOGIC ""FERDINAND I"" CURTEA DE ARGEȘ</b><br/>Tehnic/Liceal/Zi",<b>(173) Mecanică</b><br/>Limba română
AG,,,,,6.20,,,,,,,<b>LICEUL TEHNOLOGIC REGELE MIHAI I CURTEA DE ARGEȘ</b><br/>Servicii/Liceal/Zi,<b>(194) Economic</b><br/>Limba română
AG,,,,,2.00,,,,,,,<b>LICEUL TEHNOLOGIC COSTEȘTI</b><br/>Servicii/Liceal/Zi,<b>(190) Comerţ</b><br/>Limba română
AG,,,,,5.30,,,,,,,<b>LICEUL TEORETIC COSTEȘTI</b><br/>Umanist/Liceal/Zi,<b>(220) Filologie</b><br/>Limba română
AG,,,,,3.22,,,,,,,<b>LICEUL TEORETIC COSTEȘTI</b><br/>Real/Liceal/Zi,<b>(221) Matematică-Informatică</b><br/>Limba română
AG,,,,,3.77,,,,,,,<b>LICEUL TEORETIC COSTEȘTI</b><br/>Real/Liceal/Zi,<b>(222) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,5.22,,,,,,,<b>LICEUL TEORETIC COSTEȘTI</b><br/>Umanist/Liceal/Zi,<b>(224) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,7.90,,,,,,,"<b>LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI</b><br/>Umanist/Liceal/Zi",<b>(212) Filologie</b><br/>Limba română
AG,,,,,6.90,,,,,,,"<b>LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI</b><br/>Real/Liceal/Zi",<b>(213) Matematică-Informatică</b><br/>Limba română
AG,,,,,6.12,,,,,,,"<b>LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI</b><br/>Real/Liceal/Zi",<b>(214) Ştiinţe ale Naturii</b><br/>Limba română
AG,,,,,7.25,,,,,,,"<b>LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI</b><br/>Umanist/Liceal/Zi",<b>(215) Ştiinţe Sociale</b><br/>Limba română
AG,,,,,2.65,,,,,,,<b>LICEUL TEHNOLOGIC TOPOLOVENI</b><br/>Tehnic/Liceal/Zi,<b>(196) Mecanică</b><br/>Limba română
AG,,,,,3.72,,,,,,,<b>LICEUL TEHNOLOGIC TOPOLOVENI</b><br/>Servicii/Liceal/Zi,<b>(197) Turism şi alimentaţie</b><br/>Limba română
AG,,,,,2.30,,,,,,,"<b>LICEUL TEHNOLOGIC ""PETRE IONESCU MUSCEL"" DOMNEȘTI</b><br/>Servicii/Liceal/Zi",<b>(178) Economic</b><br/>Limba română
AG,,,,,3.15,,,,,,,"<b>LICEUL TEHNOLOGIC ""PETRE IONESCU MUSCEL"" DOMNEȘTI</b><br/>Umanist/Liceal/Zi",<b>(179) Filologie</b><br/>Limba română
AG,,,,,2.87,,,,,,,"<b>LICEUL TEHNOLOGIC ""LIVIU REBREANU"" MOZĂCENI</b><br/>Servicii/Liceal/Zi",<b>(175) Economic</b><br/>Limba română
AG,,,,,2.07,,,,,,,"<b>LICEUL TEHNOLOGIC ""LIVIU REBREANU"" MOZĂCENI</b><br/>Tehnic/Liceal/Zi",<b>(176) Mecanică</b><br/>Limba română
AG,,,,,2.40,,,,,,,"<b>LICEUL TEHNOLOGIC ""VICTOR SLĂVESCU"" RUCĂR</b><br/>Umanist/Liceal/Zi",<b>(181) Filologie</b><br/>Limba română
AG,,,,,2.75,,,,,,,"<b>LICEUL TEHNOLOGIC ""VICTOR SLĂVESCU"" RUCĂR</b><br/>Servicii/Liceal/Zi",<b>(182) Turism şi alimentaţie</b><br/>Limba română
AG,,,,,2.40,,,,,,,"<b>LICEUL TEHNOLOGIC ""I.C. PETRESCU"" STÎLPENI</b><br/>Tehnic/Liceal/Zi",<b>(174) Mecanică</b><br/>Limba română
BC,,,,,4.35,,,,,,,<b>LICEUL TEHNOLOGIC DĂRMĂNEŞTI</b><br/>Servicii/Liceal/Zi,<b>(200) Economic</b><br/>Limba română
BC,,,,,3.47,,,,,,,<b>LICEUL TEHNOLOGIC DĂRMĂNEŞTI</b><br/>Servicii/Liceal/Zi,<b>(201) Turism şi alimentaţie</b><br/>Limba română
BC,,,,,1.75,,,,,,,<b>LICEUL TEHNOLOGIC FĂGET</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(203) Agricultură</b><br/>Limba română
BC,,,,,2.80,,,,,,,"<b>LICEUL TEHNOLOGIC ""GEORGETA J.CANCICOV"" PARINCEA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(186) Agricultură</b><br/>Limba română
BC,,,,,2.17,,,,,,,"<b>LICEUL TEHNOLOGIC ""ALEXANDRU VLAHUŢĂ"" PODU TURCULUI</b><br/>Servicii/Liceal/Zi",<b>(176) Economic</b><br/>Limba română
BC,,,,,5.52,,,,,,,"<b>LICEUL TEHNOLOGIC ""ALEXANDRU VLAHUŢĂ"" PODU TURCULUI</b><br/>Umanist/Liceal/Zi",<b>(177) Filologie</b><br/>Limba română
BC,,,,,3.02,,,,,,,<b>LICEUL TEHNOLOGIC RĂCHITOASA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(207) Agricultură</b><br/>Limba română
BC,,,,,2.30,,,,,,,"<b>LICEUL TEHNOLOGIC ""JACQUES M. ELIAS"" SASCUT</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(190) Agricultură</b><br/>Limba română
BC,,,,,3.85,,,,,,,"<b>LICEUL TEHNOLOGIC ""JACQUES M. ELIAS"" SASCUT</b><br/>Servicii/Liceal/Zi",<b>(191) Economic</b><br/>Limba română
BC,,,,,8.37,,,,,,,"<b>COLEGIUL ""MIHAI EMINESCU"" BACĂU</b><br/>Umanist/Liceal/Zi",<b>(101) Filologie</b><br/>Limba română
BC,,,,,8.47,,,,,,,"<b>COLEGIUL ""MIHAI EMINESCU"" BACĂU</b><br/>Real/Liceal/Zi",<b>(102) Matematică-Informatică</b><br/>Limba română
BC,,,,,8.30,,,,,,,"<b>COLEGIUL ""MIHAI EMINESCU"" BACĂU</b><br/>Real/Liceal/Zi",<b>(103) Ştiinţe ale Naturii</b><br/>Limba română
BC,,,,,8.45,,,,,,,"<b>COLEGIUL ""MIHAI EMINESCU"" BACĂU</b><br/>Umanist/Liceal/Zi",<b>(104) Ştiinţe Sociale</b><br/>Limba română
BC,,,,,9.10,,,,,,,"<b>COLEGIUL NAŢIONAL ""GHEORGHE VRĂNCEANU"" BACĂU</b><br/>Umanist/Liceal/Zi",<b>(124) Filologie</b><br/>Limba română
BC,,,,,9.42,,,,,,,"<b>COLEGIUL NAŢIONAL ""GHEORGHE VRĂNCEANU"" BACĂU</b><br/>Real/Liceal/Zi",<b>(125) Matematică-Informatică</b><br/>Limba română
BC,,,,,9.45,,,,,,,"<b>COLEGIUL NAŢIONAL ""GHEORGHE VRĂNCEANU"" BACĂU</b><br/>Real/Liceal/Zi",<b>(126) Ştiinţe ale Naturii</b><br/>Limba română
BC,,,,,9.25,,,,,,,"<b>COLEGIUL NAŢIONAL ""GHEORGHE VRĂNCEANU"" BACĂU</b><br/>Umanist/Liceal/Zi",<b>(127) Ştiinţe Sociale</b><br/>Limba română
BC,,,,,5.35,,,,,,,"<b>LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" BACĂU</b><br/>Tehnic/Liceal/Zi",<b>(178) Electromecanică</b><br/>Limba română
BC,,,,,4.70,,,,,,,"<b>LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" BACĂU</b><br/>Tehnic/Liceal/Zi",<b>(179) Mecanică</b><br/>Limba română
BC,,,,,4.30,,,,,,,"<b>LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" BACĂU</b><br/>Servicii/Liceal/Zi",<b>(180) Turism şi alimentaţie</b><br/>Limba română
BC,,,,,5.95,,,,,,,"<b>LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" BACĂU</b><br/>Umanist/Liceal/Zi",<b>(181) Ştiinţe Sociale</b><br/>Limba română
BC,,,,,3.07,,,,,,,"<b>LICEUL TEHNOLOGIC ""PETRU RAREŞ"" BACĂU</b><br/>Tehnic/Liceal/Zi",<b>(198) Mecanică</b><br/>Limba română
BC,,,,,3.50,,,,,,,"<b>LICEUL TEHNOLOGIC ""PETRU RAREŞ"" BACĂU</b><br/>Servicii/Liceal/Zi",<b>(199) Turism şi alimentaţie</b><br/>Limba română
